chip_yuka05_aka,ousetu.webp,16, 16, 16, 16
chip_yuka06_aka,ousetu.webp,32, 16, 16, 16
chip_yuka07_aka,ousetu.webp,0, 32, 16, 16
chip_yuka08_aka,ousetu.webp,16, 32, 16, 16
chip_yuka09_aka,ousetu.webp,32, 32, 16, 16
chip_yuka01_ao,goraku.webp,0, 0, 16, 16
chip_yuka02_ao,goraku.webp,16, 0, 16, 16
chip_yuka03_ao,goraku.webp,32, 0, 16, 16
chip_yuka04_ao,goraku.webp,0, 16, 16, 16
chip_yuka05_ao,goraku.webp,16, 16, 16, 16
chip_yuka06_ao,goraku.webp,32, 16, 16, 16
chip_yuka07_ao,goraku.webp,0, 32, 16, 16
chip_yuka08_ao,goraku.webp,16, 32, 16, 16
chip_yuka09_ao,goraku.webp,32, 32, 16, 16
;--------------------------------------------------
;◆マップチップ水　水・湯・井戸
;--------------------------------------------------
chip_mizu01,ike.webp,0, 0, 16, 16
chip_mizu02,ike.webp,16, 0, 16, 16
chip_mizu03,ohuro.webp,0, 0, 16, 16
chip_mizu04,ohuro.webp,0, 16, 16, 16
;--------------------------------------------------
;◆マップチップ　茂み・樹
;--------------------------------------------------
chip_ki01,ki.webp,0, 0, 16, 16
chip_ki02,ki.webp,16, 0, 16, 16
chip_ki03,ki.webp,32, 0, 16, 16
chip_ki04,ki.webp,48, 0, 16, 16
chip_ki05,ki.webp,0, 16, 16, 16
chip_ki06,ki.webp,16, 16, 16, 16
chip_ki07,ki.webp,32, 16, 16, 16
chip_ki08,ki.webp,48, 16, 16, 16
chip_kusa01,sigemi.webp,0, 0, 16, 16
chip_kusa02,sigemi.webp,16, 0, 16, 16
chip_kusa03,sigemi.webp,32, 0, 16, 16
chip_kusa04,sigemi.webp,48, 0, 16, 16
;--------------------------------------------------
;◆マップチップ　芝
;--------------------------------------------------
chip_shiba01,tuti.webp,0, 0, 16, 16
chip_shiba02,tuti.webp,16, 0, 16, 16
chip_shiba03,tuti.webp,32, 0, 16, 16
chip_shiba04,tuti.webp,48, 0, 16, 16
chip_yuka01_haru,harututi.webp,0, 0, 16, 16
chip_yuka02_haru,harututi.webp,16, 0, 16, 16
chip_yuka03_haru,harututi.webp,32, 0, 16, 16
chip_yuka04_haru,harututi.webp,0, 16, 16, 16
chip_yuka05_haru,harututi.webp,16, 16, 16, 16
chip_yuka06_haru,harututi.webp,32, 16, 16, 16
chip_yuka07_haru,harututi.webp,0, 32, 16, 16
chip_yuka08_haru,harututi.webp,16, 32, 16, 16
chip_yuka09_haru,harututi.webp,32, 32, 16, 16
chip_yuka01_natu,natututi.webp,0, 0, 16, 16
chip_yuka02_natu,natututi.webp,16, 0, 16, 16
chip_yuka03_natu,natututi.webp,32, 0, 16, 16
chip_yuka04_natu,natututi.webp,0, 16, 16, 16
chip_yuka05_natu,natututi.webp,16, 16, 16, 16
chip_yuka06_natu,natututi.webp,32, 16, 16, 16
chip_yuka07_natu,natututi.webp,0, 32, 16, 16
chip_yuka08_natu,natututi.webp,16, 32, 16, 16
chip_yuka09_natu,natututi.webp,32, 32, 16, 16
chip_yuka01_aki,akituti.webp,0, 0, 16, 16
chip_yuka02_aki,akituti.webp,16, 0, 16, 16
chip_yuka03_aki,akituti.webp,32, 0, 16, 16
chip_yuka04_aki,akituti.webp,0, 16, 16, 16
chip_yuka05_aki,akituti.webp,16, 16, 16, 16
chip_yuka06_aki,akituti.webp,32, 16, 16, 16
chip_yuka07_aki,akituti.webp,0, 32, 16, 16
chip_yuka08_aki,akituti.webp,16, 32, 16, 16
chip_yuka09_aki,akituti.webp,32, 32, 16, 16
chip_yuka01_huyu,huyututi.webp,0, 0, 16, 16
chip_yuka02_huyu,huyututi.webp,16, 0, 16, 16
chip_yuka03_huyu,huyututi.webp,32, 0, 16, 16
chip_yuka04_huyu,huyututi.webp,0, 16, 16, 16
chip_yuka05_huyu,huyututi.webp,16, 16, 16, 16
chip_yuka06_huyu,huyututi.webp,32, 16, 16, 16
chip_yuka07_huyu,huyututi.webp,0, 32, 16, 16
chip_yuka08_huyu,huyututi.webp,16, 32, 16, 16
chip_yuka09_huyu,huyututi.webp,32, 32, 16, 16
chip_hon,hondana.webp,0, 0, 16, 16
;틀그림
프레임_1_통상,프레임.webp,0,0,200,240
프레임_1_미소,프레임.webp,200,0,200,240
프레임_1_분노,프레임.webp,400,0,200,240
프레임_1_슬픔,프레임.webp,0,240,200,240
프레임_1_공포,프레임.webp,200,240,200,240
프레임_1_광기,프레임.webp,400,240,200,240
프레임_1_공허,프레임.webp,0,480,200,240
프레임_1_공백,프레임.webp,200,480,200,240
프레임_무,프레임.webp,400,480,200,240
;타이틀 이미지
Title,Title.webp,0,0,500,300
Title_1,Title_1.webp,0,0,1000,600
Title그림판01,Title_Paint01.webp,0,0,1000,600
